<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x0000022B58437D10>
[35.04673004 34.67289734]
[32.99065399 33.92523193]
[35.04673004 34.67289734]
[32.99065399 33.92523193]
[35.04673004 34.67289734]
[32.99065399 33.92523193]
[35.04673004 34.67289734]
[32.99065399 33.92523193]
[35.04673004 34.67289734]
[32.99065399 33.92523193]
[30.09345818 29.90654182]
[28.69158936 28.504673  ]
[26.35514069 27.75700951]
[28.69158936 28.504673  ]
[26.35514069 27.75700951]
[28.69158936 28.504673  ]
[26.35514069 27.75700951]
[28.69158936 28.504673  ]
[26.35514069 27.75700951]
[28.69158936 28.504673  ]
